id,length,name,sample_rate,record_datetime,sound_type,species,gender,fed,plurality,age,method,mic_type,device_type,country,district,province,place,location_type
219378,1.5,r2016-07-25_12.16.35.520.wav_u2016-07-25_13.11.47.114381.wav,8000,25-07-16 12:16,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219816,1.6,r2016-07-25_12.17.11.918.wav_u2016-07-25_13.08.29.436169.wav,8000,25-07-16 12:17,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219381,6.6,r2016-07-25_12.17.35.872.wav_u2016-07-25_13.11.54.190411.wav,8000,25-07-16 12:17,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219382,2,r2016-07-25_12.17.35.872.wav_u2016-07-25_13.11.54.190411.wav,8000,25-07-16 12:17,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219817,1.9,r2016-07-25_12.18.11.981.wav_u2016-07-25_13.08.40.667690.wav,8000,25-07-16 12:18,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219384,8.6,r2016-07-25_12.18.35.521.wav_u2016-07-25_13.14.22.617749.wav,8000,25-07-16 12:18,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219383,0.4,r2016-07-25_12.18.35.521.wav_u2016-07-25_13.14.22.617749.wav,8000,25-07-16 12:18,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219818,2.8,r2016-07-25_12.19.12.027.wav_u2016-07-25_13.09.01.914780.wav,8000,25-07-16 12:19,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219386,1.4,r2016-07-25_12.19.35.569.wav_u2016-07-25_13.14.27.614512.wav,8000,25-07-16 12:19,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219387,1.5,r2016-07-25_12.19.35.569.wav_u2016-07-25_13.14.27.614512.wav,8000,25-07-16 12:19,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219385,2,r2016-07-25_12.19.35.569.wav_u2016-07-25_13.14.27.614512.wav,8000,25-07-16 12:19,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219390,4.4,r2016-07-25_12.20.35.467.wav_u2016-07-25_13.14.42.648609.wav,8000,25-07-16 12:20,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219388,2.5,r2016-07-25_12.20.35.467.wav_u2016-07-25_13.14.42.648609.wav,8000,25-07-16 12:20,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219391,2.1,r2016-07-25_12.20.35.467.wav_u2016-07-25_13.14.42.648609.wav,8000,25-07-16 12:20,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219392,1.2,r2016-07-25_12.20.35.467.wav_u2016-07-25_13.14.42.648609.wav,8000,25-07-16 12:20,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219389,4.3,r2016-07-25_12.20.35.467.wav_u2016-07-25_13.14.42.648609.wav,8000,25-07-16 12:20,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219820,2.3,r2016-07-25_12.21.12.028.wav_u2016-07-25_13.09.32.454703.wav,8000,25-07-16 12:21,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219822,2.8,r2016-07-25_12.21.12.028.wav_u2016-07-25_13.09.32.454703.wav,8000,25-07-16 12:21,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219821,1.3,r2016-07-25_12.21.12.028.wav_u2016-07-25_13.09.32.454703.wav,8000,25-07-16 12:21,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219829,1.7,r2016-07-25_12.27.16.600.wav_u2016-07-25_13.11.24.883292.wav,8000,25-07-16 12:27,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219830,0.46,r2016-07-25_12.27.16.600.wav_u2016-07-25_13.11.24.883292.wav,8000,25-07-16 12:27,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219836,10.8,r2016-07-25_12.33.16.599.wav_u2016-07-25_13.12.15.124980.wav,8000,25-07-16 12:33,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219837,6.3,r2016-07-25_12.33.16.599.wav_u2016-07-25_13.12.15.124980.wav,8000,25-07-16 12:33,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219840,2.7,r2016-07-25_12.34.40.134.wav_u2016-07-25_13.12.27.182238.wav,8000,25-07-16 12:34,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219841,1.8,r2016-07-25_12.34.40.134.wav_u2016-07-25_13.12.27.182238.wav,8000,25-07-16 12:34,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219839,9.6,r2016-07-25_12.34.40.134.wav_u2016-07-25_13.12.27.182238.wav,8000,25-07-16 12:34,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219845,5,r2016-07-25_12.36.45.377.wav_u2016-07-25_13.12.45.182292.wav,8000,25-07-16 12:36,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219844,4.3,r2016-07-25_12.36.45.377.wav_u2016-07-25_13.12.45.182292.wav,8000,25-07-16 12:36,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219843,3.2,r2016-07-25_12.36.45.377.wav_u2016-07-25_13.12.45.182292.wav,8000,25-07-16 12:36,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219846,3.1,r2016-07-25_12.37.45.417.wav_u2016-07-25_13.13.14.091957.wav,8000,25-07-16 12:37,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219847,4.4,r2016-07-25_12.37.45.417.wav_u2016-07-25_13.13.14.091957.wav,8000,25-07-16 12:37,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219851,1.1,r2016-07-25_12.39.45.358.wav_u2016-07-25_13.13.34.595022.wav,8000,25-07-16 12:39,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219850,1.6,r2016-07-25_12.39.45.358.wav_u2016-07-25_13.13.34.595022.wav,8000,25-07-16 12:39,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219849,2.2,r2016-07-25_12.39.45.358.wav_u2016-07-25_13.13.34.595022.wav,8000,25-07-16 12:39,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219852,3.1,r2016-07-25_12.40.45.397.wav_u2016-07-25_13.13.50.379767.wav,8000,25-07-16 12:40,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219855,6.2,r2016-07-25_12.42.45.327.wav_u2016-07-25_13.14.00.521565.wav,8000,25-07-16 12:42,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219854,7.4,r2016-07-25_12.42.45.327.wav_u2016-07-25_13.14.00.521565.wav,8000,25-07-16 12:42,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219857,3.9,r2016-07-25_12.43.45.377.wav_u2016-07-25_13.14.33.621602.wav,8000,25-07-16 12:43,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219856,1.4,r2016-07-25_12.43.45.377.wav_u2016-07-25_13.14.33.621602.wav,8000,25-07-16 12:43,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
2403,775.117,r2016-07-25_12.46.19.487.wav_u2016-07-25_13.15.18.593478.wav,8000,25-07-16 12:46,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
2406,730.117,r2016-07-25_12.47.19.538.wav_u2016-07-25_13.15.29.696959.wav,8000,25-07-16 12:47,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
2404,924.814,r2016-07-25_12.47.19.538.wav_u2016-07-25_13.15.29.696959.wav,8000,25-07-16 12:47,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
2408,1.898.303,r2016-07-25_12.47.19.538.wav_u2016-07-25_13.15.29.696959.wav,8000,25-07-16 12:47,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
2405,778.791,r2016-07-25_12.47.19.538.wav_u2016-07-25_13.15.29.696959.wav,8000,25-07-16 12:47,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
2407,973.489,r2016-07-25_12.47.19.538.wav_u2016-07-25_13.15.29.696959.wav,8000,25-07-16 12:47,mosquito,an gambiae ss,Female,f,Single,3.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
2337,2.067,r2016-07-26_09.13.15.055.wav_u2016-07-26_12.50.08.167708.wav,8000,26-07-16 9:13,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219394,1.5,r2016-07-26_09.13.46.477.wav_u2016-07-26_13.00.01.006184.wav,8000,26-07-16 9:13,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219860,3.8,r2016-07-26_09.14.20.319.wav_u2016-07-26_12.50.11.822125.wav,8000,26-07-16 9:14,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219395,3.6,r2016-07-26_09.14.46.515.wav_u2016-07-26_13.00.06.228963.wav,8000,26-07-16 9:14,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219861,2.5,r2016-07-26_09.15.20.257.wav_u2016-07-26_12.50.18.493815.wav,8000,26-07-16 9:15,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219397,1.2,r2016-07-26_09.16.46.456.wav_u2016-07-26_13.00.23.099979.wav,8000,26-07-16 9:16,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219398,5.7,r2016-07-26_09.16.46.456.wav_u2016-07-26_13.00.23.099979.wav,8000,26-07-16 9:16,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219863,1.3,r2016-07-26_09.17.20.338.wav_u2016-07-26_12.50.25.709412.wav,8000,26-07-16 9:17,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219399,3.1,r2016-07-26_09.17.46.496.wav_u2016-07-26_13.00.30.690987.wav,8000,26-07-16 9:17,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219864,1.3,r2016-07-26_09.18.20.376.wav_u2016-07-26_12.50.29.135782.wav,8000,26-07-16 9:18,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219400,2.4,r2016-07-26_09.18.46.537.wav_u2016-07-26_13.01.02.610531.wav,8000,26-07-16 9:18,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219401,4.4,r2016-07-26_09.19.46.579.wav_u2016-07-26_13.01.09.899782.wav,8000,26-07-16 9:19,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219866,2.4,r2016-07-26_09.20.20.321.wav_u2016-07-26_12.50.37.298336.wav,8000,26-07-16 9:20,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219403,2.8,r2016-07-26_09.20.46.770.wav_u2016-07-26_13.01.15.827276.wav,8000,26-07-16 9:20,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219402,1.7,r2016-07-26_09.20.46.770.wav_u2016-07-26_13.01.15.827276.wav,8000,26-07-16 9:20,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219867,3.5,r2016-07-26_09.21.20.368.wav_u2016-07-26_12.50.41.866713.wav,8000,26-07-16 9:21,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219405,0.8,r2016-07-26_09.21.46.555.wav_u2016-07-26_13.04.12.153300.wav,8000,26-07-16 9:21,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219406,1.4,r2016-07-26_09.21.46.555.wav_u2016-07-26_13.04.12.153300.wav,8000,26-07-16 9:21,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219404,0.8,r2016-07-26_09.21.46.555.wav_u2016-07-26_13.04.12.153300.wav,8000,26-07-16 9:21,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219868,2.2,r2016-07-26_09.22.20.309.wav_u2016-07-26_12.50.45.400182.wav,8000,26-07-16 9:22,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219409,3.1,r2016-07-26_09.25.43.055.wav_u2016-07-26_13.04.33.657433.wav,8000,26-07-16 9:25,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219410,0.9,r2016-07-26_09.26.42.946.wav_u2016-07-26_13.04.52.577364.wav,8000,26-07-16 9:26,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219873,2.7,r2016-07-26_09.27.16.906.wav_u2016-07-26_12.51.15.723815.wav,8000,26-07-16 9:27,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219872,0.7,r2016-07-26_09.27.16.906.wav_u2016-07-26_12.51.15.723815.wav,8000,26-07-16 9:27,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219411,2,r2016-07-26_09.27.42.986.wav_u2016-07-26_13.05.20.416764.wav,8000,26-07-16 9:27,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219413,672,r2016-07-26_09.29.43.065.wav_u2016-07-26_13.06.01.625633.wav,8000,26-07-16 9:29,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219414,2.9,r2016-07-26_09.30.42.955.wav_u2016-07-26_13.06.09.322213.wav,8000,26-07-16 9:30,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219417,9.3,r2016-07-26_09.33.55.117.wav_u2016-07-26_13.10.18.847824.wav,8000,26-07-16 9:33,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219418,4.5,r2016-07-26_09.35.00.416.wav_u2016-07-26_13.10.37.632874.wav,8000,26-07-16 9:35,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219419,7.8,r2016-07-26_09.36.00.455.wav_u2016-07-26_13.11.20.739095.wav,8000,26-07-16 9:36,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219421,2.8,r2016-07-26_09.38.00.385.wav_u2016-07-26_13.16.33.508663.wav,8000,26-07-16 9:38,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219885,1,r2016-07-26_09.39.34.257.wav_u2016-07-26_12.52.14.166046.wav,8000,26-07-16 9:39,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219423,1.3,r2016-07-26_09.40.00.465.wav_u2016-07-26_13.26.47.887287.wav,8000,26-07-16 9:40,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219886,1.1,r2016-07-26_09.40.34.158.wav_u2016-07-26_12.52.20.888062.wav,8000,26-07-16 9:40,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219887,1.4,r2016-07-26_09.41.34.248.wav_u2016-07-26_12.52.26.217765.wav,8000,26-07-16 9:41,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219888,0.9,r2016-07-26_09.42.34.289.wav_u2016-07-26_12.52.31.422451.wav,8000,26-07-16 9:42,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219892,4.4,r2016-07-26_09.45.50.179.wav_u2016-07-26_12.52.45.017019.wav,8000,26-07-16 9:45,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219891,0.9,r2016-07-26_09.45.50.179.wav_u2016-07-26_12.52.45.017019.wav,8000,26-07-16 9:45,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219900,0.8,r2016-07-26_09.53.50.227.wav_u2016-07-26_12.53.55.410882.wav,8000,26-07-16 9:53,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219904,0.9,r2016-07-26_09.58.12.117.wav_u2016-07-26_12.55.16.306590.wav,8000,26-07-16 9:58,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219909,1.3,r2016-07-26_10.02.12.108.wav_u2016-07-26_12.56.20.693531.wav,8000,26-07-16 10:02,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219908,1.4,r2016-07-26_10.02.12.108.wav_u2016-07-26_12.56.20.693531.wav,8000,26-07-16 10:02,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219910,4.1,r2016-07-26_10.03.12.077.wav_u2016-07-26_12.56.35.922340.wav,8000,26-07-16 10:03,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
2338,1.458.072,r2016-07-26_10.42.54.442.wav_u2016-07-26_12.57.59.010346.wav,8000,26-07-16 10:42,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219915,1.3,r2016-07-26_10.44.02.664.wav_u2016-07-26_12.58.02.481597.wav,8000,26-07-16 10:44,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219916,1.4,r2016-07-26_10.44.02.664.wav_u2016-07-26_12.58.02.481597.wav,8000,26-07-16 10:44,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219914,3.1,r2016-07-26_10.44.02.664.wav_u2016-07-26_12.58.02.481597.wav,8000,26-07-16 10:44,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219917,2.4,r2016-07-26_10.44.59.779.wav_u2016-07-26_12.58.05.819671.wav,8000,26-07-16 10:44,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219918,1.9,r2016-07-26_10.44.59.779.wav_u2016-07-26_12.58.05.819671.wav,8000,26-07-16 10:44,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219919,2.2,r2016-07-26_10.44.59.779.wav_u2016-07-26_12.58.05.819671.wav,8000,26-07-16 10:44,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219921,3.1,r2016-07-26_10.45.59.677.wav_u2016-07-26_12.58.19.796263.wav,8000,26-07-16 10:45,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219920,1.8,r2016-07-26_10.45.59.677.wav_u2016-07-26_12.58.19.796263.wav,8000,26-07-16 10:45,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219922,0.9,r2016-07-26_10.46.59.777.wav_u2016-07-26_12.58.43.265005.wav,8000,26-07-16 10:46,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219924,1.7,r2016-07-26_10.46.59.777.wav_u2016-07-26_12.58.43.265005.wav,8000,26-07-16 10:46,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219923,2.1,r2016-07-26_10.46.59.777.wav_u2016-07-26_12.58.43.265005.wav,8000,26-07-16 10:46,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219925,2.7,r2016-07-26_10.47.59.679.wav_u2016-07-26_12.58.50.281948.wav,8000,26-07-16 10:47,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219926,1.8,r2016-07-26_10.47.59.679.wav_u2016-07-26_12.58.50.281948.wav,8000,26-07-16 10:47,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219927,4.7,r2016-07-26_10.47.59.679.wav_u2016-07-26_12.58.50.281948.wav,8000,26-07-16 10:47,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219929,2.3,r2016-07-26_10.48.59.753.wav_u2016-07-26_12.59.17.537037.wav,8000,26-07-16 10:48,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219930,7.1,r2016-07-26_10.48.59.753.wav_u2016-07-26_12.59.17.537037.wav,8000,26-07-16 10:48,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219931,4.4,r2016-07-26_10.48.59.753.wav_u2016-07-26_12.59.17.537037.wav,8000,26-07-16 10:48,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219928,0.9,r2016-07-26_10.48.59.753.wav_u2016-07-26_12.59.17.537037.wav,8000,26-07-16 10:48,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219932,25.5,r2016-07-26_10.49.59.648.wav_u2016-07-26_12.59.41.254977.wav,8000,26-07-16 10:49,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219933,2.2,r2016-07-26_10.50.59.656.wav_u2016-07-26_12.59.47.175343.wav,8000,26-07-16 10:50,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219936,2.9,r2016-07-26_10.53.22.504.wav_u2016-07-26_13.00.03.648544.wav,8000,26-07-16 10:53,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219937,6.3,r2016-07-26_10.53.22.504.wav_u2016-07-26_13.00.03.648544.wav,8000,26-07-16 10:53,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219938,1.1,r2016-07-26_10.54.27.838.wav_u2016-07-26_13.00.09.855248.wav,8000,26-07-16 10:54,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219942,1.2,r2016-07-26_10.57.27.729.wav_u2016-07-26_13.00.36.247942.wav,8000,26-07-16 10:57,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219941,9.4,r2016-07-26_10.57.27.729.wav_u2016-07-26_13.00.36.247942.wav,8000,26-07-16 10:57,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
219943,2.7,r2016-07-26_10.58.27.770.wav_u2016-07-26_13.00.40.462339.wav,8000,26-07-16 10:58,mosquito,an gambiae ss,Female,f,Single,6.0,,phone,Alcatel 4015X,Kenya,,Nairobi,USAMRU-K,culture
